VIN(1-10),County,City,State,PostalCode,ModelYear,Make,Model,ElectricVehicleType,CleanAlternativeFuelVehicle(CAFV)Eligibility,ElectricRange,BaseMSRP,LegislativeDistrict,DOLVehicleID,VehicleLocation,ElectricUtility,2020CensusTract
1C4JJXN63P,Grant,Moses Lake,WA,98837,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,13,244922849,POINT (-119.2771 47.13196),PUD NO 2 OF GRANT COUNTY,53025011102
5YJXCBE21G,Snohomish,Everett,WA,98208,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,44,129845040,POINT (-122.18637 47.89251),PUGET SOUND ENERGY INC,53061041605
5YJXCAE29J,Snohomish,Everett,WA,98204,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,21,235282379,POINT (-122.27557 47.88936),PUGET SOUND ENERGY INC,53061041809
JTMCB3FV0R,Stevens,Colville,WA,99114,2024,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,7,260771871,POINT (-117.90454 48.54657),AVISTA CORP,53065950600
KNDRJDLH7N,Snohomish,Bothell,WA,98021,2022,KIA,SORENTO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,1,196148396,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051938
1N4BZ1CP3K,Yakima,Yakima,WA,98902,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,14,9074544,POINT (-120.52401 46.59739),PACIFICORP,53077000800
5YJ3E1EA2J,King,Burien,WA,98146,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,34,263303099,POINT (-122.36178 47.49408),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033026802
5YJ3E1EBXL,Island,Langley,WA,98260,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,10,4795598,POINT (-122.40618 48.0399),PUGET SOUND ENERGY INC,53029972000
3C3CFFGE6H,Snohomish,Bothell,WA,98012,2017,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,44,111996916,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061052007
5YJ3E1EB6K,Snohomish,Woodinville,WA,98072,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,1,275389719,POINT (-122.15545 47.75448),PUGET SOUND ENERGY INC,53061051926
5UXTA6C0XP,King,Seattle,WA,98199,2023,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,0,36,224616801,POINT (-122.40092 47.65908),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005600
WBY1Z4C56E,King,Seattle,WA,98107,2014,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72,0,36,214448048,POINT (-122.38591 47.67597),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003202
5YJYGDEFXL,Snohomish,Bothell,WA,98021,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,1,103095842,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051937
5YJXCBE26G,Yakima,Selah,WA,98942,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,15,122670621,POINT (-120.53145 46.65405),PACIFICORP,53077003100
KNDCC3LD4K,Thurston,Lacey,WA,98503,2019,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,2,219604451,POINT (-122.82324 47.04437),PUGET SOUND ENERGY INC,53067011628
5YJ3E1EA3J,Kitsap,Bremerton,WA,98312,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,35,315650730,POINT (-122.6563 47.56739),PUGET SOUND ENERGY INC,53035091301
5UXTA6C05P,King,Seattle,WA,98105,2023,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,0,46,230206245,POINT (-122.31307 47.66127),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004102
WBA13AG07M,Kitsap,Bremerton,WA,98310,2021,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,23,269158305,POINT (-122.61136 47.5752),PUGET SOUND ENERGY INC,53035080400
5YJSA1CN6C,Thurston,Tumwater,WA,98512,2012,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,265,59900,22,230264730,POINT (-122.9131 47.01359),PUGET SOUND ENERGY INC,53067010910
JM3KKEHA1R,Thurston,Olympia,WA,98512,2024,MAZDA,CX-90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,35,261532414,POINT (-122.9131 47.01359),PUGET SOUND ENERGY INC,53067011000
1G1RC6E4XB,Thurston,Lacey,WA,98503,2011,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,0,2,106482806,POINT (-122.82324 47.04437),PUGET SOUND ENERGY INC,53067011500
5YJSA1E26G,Thurston,Olympia,WA,98502,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,22,249879934,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067012001
5YJ3E1EB2K,Kittitas,Ellensburg,WA,98926,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,13,478012545,POINT (-120.54872 46.99703),PUGET SOUND ENERGY INC,53037975402
5YJ3E1EA7L,Snohomish,Edmonds,WA,98026,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,21,103401581,POINT (-122.31768 47.87166),PUGET SOUND ENERGY INC,53061050300
KNDJX3AE7G,Yakima,Yakima,WA,98901,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,31950,15,148905543,POINT (-120.50723 46.60452),PACIFICORP,53077001602
5YJ3E1EA7J,Snohomish,Lynnwood,WA,98036,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,32,313694727,POINT (-122.29245 47.82557),PUGET SOUND ENERGY INC,53061051931
5YJXCBE20J,Snohomish,Edmonds,WA,98026,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,21,347543220,POINT (-122.31768 47.87166),PUGET SOUND ENERGY INC,53061042005
KNDJX3AE5G,Thurston,Olympia,WA,98506,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,31950,22,246535698,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067012100
WDC0G5EB3K,Snohomish,Bothell,WA,98021,2019,MERCEDES-BENZ,GLC-CLASS,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,10,0,1,179712795,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051918
1N4AZ0CP8D,Thurston,Tumwater,WA,98512,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,22,225623513,POINT (-122.9131 47.01359),PUGET SOUND ENERGY INC,53067010910
1N4CZ1CV3S,Yakima,Zillah,WA,98953,2025,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,15,273676672,POINT (-120.26226 46.40199),PACIFICORP,53077002201
YV4BC0PL7H,King,Seattle,WA,98109,2017,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,0,36,8158447,POINT (-122.35022 47.63824),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006703
5YJ3E1EB5K,Yakima,Wapato,WA,98951,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,15,272657227,POINT (-120.42083 46.44779),PACIFICORP,53077940008
5YJ3E1EA4J,King,Duvall,WA,98019,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,45,177873230,POINT (-121.98609 47.74068),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032402
KNDRMDLH1R,Thurston,Olympia,WA,98512,2024,KIA,SORENTO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,22,261602127,POINT (-122.9131 47.01359),PUGET SOUND ENERGY INC,53067010920
WAUUPBFF9G,King,Burien,WA,98166,2016,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,0,34,102045065,POINT (-122.34102 47.46593),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033027500
5YJ3E1EB4J,Yakima,Yakima,WA,98908,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,15,474819026,POINT (-120.60272 46.59656),PACIFICORP,53077003400
5YJXCDE26J,King,Issaquah,WA,98029,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,5,141273737,POINT (-122.00292 47.54748),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032221
JTMEB3FV7S,Thurston,Lacey,WA,98513,2025,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,22,275755000,POINT (-122.81754 46.98876),PUGET SOUND ENERGY INC,53067011622
5YJ3E1EB1J,Kitsap,Bremerton,WA,98311,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,23,342987641,POINT (-122.60915 47.62631),PUGET SOUND ENERGY INC,53035091701
JM3KJEHA4S,Spokane,Cheney,WA,99004,2025,MAZDA,CX-70,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,6,271680699,POINT (-117.57445 47.48928),CITY OF CHENEY - (WA),53063014001
5YJYGDEE5L,Yakima,Yakima,WA,98908,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,14,260554178,POINT (-120.60272 46.59656),PACIFICORP,53077000401
5YJYGDEE7L,Whitman,Pullman,WA,99163,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,9,267085227,POINT (-117.18147 46.73015),AVISTA CORP,53075000300
3C3CFFGE0H,Skagit,Bow,WA,98232,2017,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,40,4874894,POINT (-122.397 48.56045),PUGET SOUND ENERGY INC,53057950802
5YJ3E1EA5L,Yakima,Yakima,WA,98901,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,15,127484339,POINT (-120.50723 46.60452),PACIFICORP,53077001602
5YJ3E1EC3M,Spokane,Rockford,WA,99030,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,9,217910577,POINT (-117.13261 47.45227),AVISTA CORP,53063014300
5YJ3E1EB4L,Stevens,Hunters,WA,99137,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,7,102434741,POINT (-118.20299 48.11777),AVISTA CORP,53065950900
5YJXCAE2XH,Thurston,Olympia,WA,98512,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,35,249659105,POINT (-122.9131 47.01359),PUGET SOUND ENERGY INC,53067011822
JM3KKBHA8R,Douglas,East Wenatchee,WA,98802,2024,MAZDA,CX-90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,12,256140832,POINT (-120.29473 47.41515),PUD NO 1 OF DOUGLAS COUNTY,53017950600
WBY8P4C59K,Snohomish,Lynnwood,WA,98036,2019,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,126,0,1,204695333,POINT (-122.29245 47.82557),PUGET SOUND ENERGY INC,53061051914
1N4AZ0CP5D,Kitsap,Bremerton,WA,98310,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,23,214384901,POINT (-122.61136 47.5752),PUGET SOUND ENERGY INC,53035080400
KNDCC3LD3K,Snohomish,Everett,WA,98201,2019,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,38,316745467,POINT (-122.20596 47.97659),PUGET SOUND ENERGY INC,53061040100
5YJSA1E22G,Island,Langley,WA,98260,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,10,173904258,POINT (-122.40618 48.0399),PUGET SOUND ENERGY INC,53029971900
JHMZC5F34J,Snohomish,Lynnwood,WA,98087,2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,0,21,180884343,POINT (-122.27981 47.85727),PUGET SOUND ENERGY INC,53061041812
JTMCB3FVXM,Spokane,Spokane,WA,99203,2021,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,6,193704164,POINT (-117.39322 47.63374),MODERN ELECTRIC WATER COMPANY,53063004200
5YJ3E1EB9K,Yakima,Yakima,WA,98901,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,15,240744927,POINT (-120.50723 46.60452),PACIFICORP,53077001602
1FADP5CU8D,Snohomish,Monroe,WA,98272,2013,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,39,135135983,POINT (-121.98087 47.8526),PUGET SOUND ENERGY INC,53061052204
JA4J24A54K,Whitman,Pullman,WA,99163,2019,MITSUBISHI,OUTLANDER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,22,0,9,256177120,POINT (-117.18147 46.73015),AVISTA CORP,53075000601
5YJSA1E17F,Skagit,Mount Vernon,WA,98274,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,0,10,223330852,POINT (-122.32295 48.4152),PUGET SOUND ENERGY INC,53057951200
5YJ3E1EB8J,Snohomish,Lynnwood,WA,98087,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,21,110064552,POINT (-122.27981 47.85727),PUGET SOUND ENERGY INC,53061042004
JTMFB3FV3R,Snohomish,Snohomish,WA,98290,2024,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,44,258349892,POINT (-122.09305 47.91265),PUGET SOUND ENERGY INC,53061052607
JTDKN3DP1D,Walla Walla,College Place,WA,99324,2013,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,6,0,16,348887024,POINT (-118.38864 46.03456),PACIFICORP,53071920302
5YJ3E1EA0J,Kitsap,Port Orchard,WA,98366,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,26,186727866,POINT (-122.63847 47.54103),PUGET SOUND ENERGY INC,53035092600
7SAYGDEE6P,Snohomish,Bothell,WA,98021,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1,249885226,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051937
1C4RJXN65R,Skagit,Anacortes,WA,98221,2024,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,40,263223852,POINT (-122.61214 48.51748),PUGET SOUND ENERGY INC,53057940403
WA1G2AFYXN,Kittitas,Cle Elum,WA,98922,2022,AUDI,Q5,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,23,0,13,202194478,POINT (-120.93943 47.195),PUGET SOUND ENERGY INC,53037975201
5YJSA1AG1D,Grant,Othello,WA,99344,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,13,109161790,POINT (-119.1742 46.82616),PUD NO 2 OF GRANT COUNTY,53025011401
1G1FY6S06L,Chelan,Wenatchee,WA,98801,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,0,12,149256796,POINT (-120.30522 47.41494),PUD NO 1 OF CHELAN COUNTY,53007961002
JN1AZ0CP5C,Stevens,Colville,WA,99114,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,7,153331706,POINT (-117.90454 48.54657),AVISTA CORP,53065950200
5YJ3E1EC0N,Snohomish,Bothell,WA,98012,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1,196057256,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061052009
JTDKARFP9H,Snohomish,Bothell,WA,98021,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,1,108794451,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051926
1N4BZ0CP0H,Thurston,Olympia,WA,98512,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,0,35,127383784,POINT (-122.9131 47.01359),PUGET SOUND ENERGY INC,53067011821
5YJYGDEF1L,Snohomish,Bothell,WA,98012,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,1,109805566,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061051935
5YJ3E1EB7J,Snohomish,Monroe,WA,98272,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,39,473622845,POINT (-121.98087 47.8526),PUGET SOUND ENERGY INC,53061052113
JN1AZ0CP1C,Thurston,Yelm,WA,98597,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,20,242633380,POINT (-122.60735 46.94239),PUGET SOUND ENERGY INC,53067012510
5YJSA1DP9D,Thurston,Yelm,WA,98597,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,20,159514330,POINT (-122.60735 46.94239),PUGET SOUND ENERGY INC,53067012510
JTJHKCFZ7R,Snohomish,Bothell,WA,98012,2024,LEXUS,NX,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,37,0,1,267680542,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061052107
1N4AZ0CP3D,King,Renton,WA,98058,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,11,263423940,POINT (-122.08747 47.4466),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031906
1FADP5CU2E,Island,Greenbank,WA,98253,2014,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,10,261607769,POINT (-122.56817 48.08827),PUGET SOUND ENERGY INC,53029971302
1G1FY6S08K,Whitman,Palouse,WA,99161,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,9,478751857,POINT (-117.0768 46.91008),AVISTA CORP,53075000700
2C4RC1N72P,Grant,Moses Lake,WA,98837,2023,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,13,275122970,POINT (-119.2771 47.13196),PUD NO 2 OF GRANT COUNTY,53025011001
5YJXCBE21J,King,Redmond,WA,98052,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,45,256698613,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032322
1N4AZ1CP2J,Snohomish,Everett,WA,98208,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,0,44,288268921,POINT (-122.18637 47.89251),PUGET SOUND ENERGY INC,53061041609
5UXTA6C04N,Chelan,Chelan,WA,98816,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,0,12,179454957,POINT (-120.01454 47.83985),PUD NO 1 OF CHELAN COUNTY,53007960301
5YJSA1E21G,Skagit,Mount Vernon,WA,98274,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,10,8004671,POINT (-122.32295 48.4152),PUGET SOUND ENERGY INC,53057951200
5YJ3E1EA9L,Snohomish,Marysville,WA,98270,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,39,2317661,POINT (-122.1769 48.06114),PUGET SOUND ENERGY INC,53061052709
WA1E2AFY2P,Snohomish,Edmonds,WA,98020,2023,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,23,0,21,227525203,POINT (-122.37689 47.81116),PUGET SOUND ENERGY INC,53061050403
KNDJX3AE3G,Snohomish,Lynnwood,WA,98036,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,31950,1,195123932,POINT (-122.29245 47.82557),PUGET SOUND ENERGY INC,53061051932
5YJ3E1EC4L,King,Fall City,WA,98024,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,308,0,5,3661675,POINT (-121.89086 47.56812),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032221
1G1FZ6S01L,Snohomish,Lake Stevens,WA,98258,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,0,44,138313241,POINT (-122.06402 48.01497),PUGET SOUND ENERGY INC,53061052605
5YJXCAE25G,Skagit,Bow,WA,98232,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,40,265714445,POINT (-122.397 48.56045),PUGET SOUND ENERGY INC,53057950802
5YJ3E1EB2J,Island,Clinton,WA,98236,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,10,297378315,POINT (-122.35803 47.9796),PUGET SOUND ENERGY INC,53029972100
2C4RC1N73L,Snohomish,Lake Stevens,WA,98258,2020,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,44,127490086,POINT (-122.06402 48.01497),PUGET SOUND ENERGY INC,53061052604
1N4AZ1CP3J,Island,Oak Harbor,WA,98277,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,0,10,442670168,POINT (-122.64682 48.29077),PUGET SOUND ENERGY INC,53029970401
5YJ3E1EB6L,Yakima,Yakima,WA,98908,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,14,251291386,POINT (-120.60272 46.59656),PACIFICORP,53077000903
1N4AZ0CP8D,Skagit,Anacortes,WA,98221,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,40,148838140,POINT (-122.61214 48.51748),PUGET SOUND ENERGY INC,53057940700
1G1FZ6S04L,Skagit,Mount Vernon,WA,98274,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,0,10,261987589,POINT (-122.32295 48.4152),PUGET SOUND ENERGY INC,53057951200
5YJ3E1EB8J,Snohomish,Lynnwood,WA,98037,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,21,251454745,POINT (-122.27734 47.83785),PUGET SOUND ENERGY INC,53061051928
1C4JJXP61M,Kitsap,Poulsbo,WA,98370,2021,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,23,172819517,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035090501
5YJ3E1EA0J,Skagit,Mount Vernon,WA,98274,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,10,204216344,POINT (-122.32295 48.4152),PUGET SOUND ENERGY INC,53057952600
5YJ3E1EA1K,Snohomish,Lynnwood,WA,98087,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,21,233665736,POINT (-122.27981 47.85727),PUGET SOUND ENERGY INC,53061041812
KNDPZDDHXR,Skagit,Anacortes,WA,98221,2024,KIA,SPORTAGE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,34,0,40,271763922,POINT (-122.61214 48.51748),PUGET SOUND ENERGY INC,53057940201
